Time,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate (Females) per 100,000","Age-adjusted rate (Males) per 100,000","Age-adjusted rate per 100,000",Average annual number,Average annual number (Females),Average annual number (Males),Type
2003-2007,UHF42,202,4,Downtown - Heights - Slope,13.7,20.4,16.1,32.8,15.6,17.2,Non-Hodgkin's Lymphomas
2003-2007,UHF42,203,4,Bedford Stuyvesant - Crown Heights,13.2,20.7,16.2,45,22,23,Non-Hodgkin's Lymphomas
2003-2007,UHF42,204,4,East New York,14.5,18.2,16.2,23.8,12,11.8,Non-Hodgkin's Lymphomas
2003-2007,UHF42,205,4,Sunset Park,12.2,22.5,16.6,17,6.8,10.2,Non-Hodgkin's Lymphomas
2003-2007,UHF42,206,4,Borough Park,17.8,22.8,20.1,65.8,33.2,32.6,Non-Hodgkin's Lymphomas
2003-2007,UHF42,207,4,East Flatbush - Flatbush,13.5,22.1,16.8,50.4,24.4,26,Non-Hodgkin's Lymphomas
2003-2007,UHF42,208,4,Canarsie - Flatlands,14.5,21.5,17.4,35,17.2,17.8,Non-Hodgkin's Lymphomas
2003-2007,UHF42,209,4,Bensonhurst - Bay Ridge,14.7,21,17.2,44.2,21.8,22.4,Non-Hodgkin's Lymphomas
2003-2007,UHF42,210,4,Coney Island - Sheepshead Bay,18.6,26,21.9,83.6,42,41.6,Non-Hodgkin's Lymphomas
2003-2007,UHF42,211,4,Williamsburg - Bushwick,12.7,21.7,16.4,26.2,11.6,14.6,Non-Hodgkin's Lymphomas
2003-2007,UHF42,301,4,Washington Heights,15.6,24.1,19.5,49.6,22.8,26.8,Non-Hodgkin's Lymphomas
2003-2007,UHF42,302,4,Central Harlem - Morningside Heights,13.8,23,17.9,26.6,12,14.6,Non-Hodgkin's Lymphomas
2003-2007,UHF42,303,4,East Harlem,17.2,25.5,20.5,21.6,10.4,11.2,Non-Hodgkin's Lymphomas
2003-2007,UHF42,304,4,Upper West Side,21.5,34,26.6,66.4,30.6,35.8,Non-Hodgkin's Lymphomas
2003-2007,UHF42,305,4,Upper East Side,22.6,34.2,27.5,68.6,32.6,36,Non-Hodgkin's Lymphomas
2003-2007,UHF42,306,4,Chelsea - Clinton,17.5,28.6,23.8,34.2,12.8,21.4,Non-Hodgkin's Lymphomas
2003-2007,UHF42,307,4,Gramercy Park - Murray Hill,19.3,37.5,27.1,41.2,16.8,24.4,Non-Hodgkin's Lymphomas
2003-2007,UHF42,308,4,Greenwich Village - SoHo,18.4,20.8,20.3,18.8,9,9.8,Non-Hodgkin's Lymphomas
2003-2007,UHF42,309,4,Union Square - Lower East Side,16.5,26.7,21.2,45.6,20.4,25.2,Non-Hodgkin's Lymphomas
2003-2007,UHF42,310,4,Lower Manhattan,11.3,28.6,19.1,6.8,2.2,4.6,Non-Hodgkin's Lymphomas
2003-2007,UHF42,401,4,Long Island City - Astoria,14.1,19.9,16.6,36,17,19,Non-Hodgkin's Lymphomas
2003-2007,UHF42,402,4,West Queens,13.7,20.2,16.5,71.6,32.6,39,Non-Hodgkin's Lymphomas
2003-2007,UHF42,403,4,Flushing - Clearview,15.5,19.9,17.3,54.4,27.6,26.8,Non-Hodgkin's Lymphomas
2003-2007,UHF42,404,4,Bayside - Little Neck,16.7,23.9,19.4,23.4,11.2,12.2,Non-Hodgkin's Lymphomas
2003-2007,UHF42,405,4,Ridgewood - Forest Hills,16.6,20.7,18.4,55.2,29.4,25.8,Non-Hodgkin's Lymphomas
2003-2007,UHF42,406,4,Fresh Meadows,17.7,21.2,19,20.8,10.8,10,Non-Hodgkin's Lymphomas
2003-2007,UHF42,407,4,Southwest Queens,13.4,21.5,17,43.6,19.2,24.4,Non-Hodgkin's Lymphomas
2003-2007,UHF42,408,4,Jamaica,10.9,15.3,12.8,36.8,18.2,18.6,Non-Hodgkin's Lymphomas
2003-2007,UHF42,409,4,Southeast Queens,17.7,19.1,18.1,38.4,21.8,16.6,Non-Hodgkin's Lymphomas
2003-2007,UHF42,410,4,Rockaways,16.3,19.9,17.8,21.4,11.8,9.6,Non-Hodgkin's Lymphomas
2003-2007,UHF42,501,4,Port Richmond,14.8,25.4,19.1,10.8,4.6,6.2,Non-Hodgkin's Lymphomas
2003-2007,UHF42,502,4,Stapleton - St. George,16.7,21.4,18.9,24,12,12,Non-Hodgkin's Lymphomas
2003-2007,UHF42,503,4,Willowbrook,17.7,24.1,19.9,20,9.8,10.2,Non-Hodgkin's Lymphomas
2003-2007,UHF42,504,4,South Beach - Tottenville,23.4,29.4,26.2,51.4,25,26.4,Non-Hodgkin's Lymphomas
2003-2007,Borough,1,1,Bronx,17.9,24.8,20.9,254.6,126.2,128.4,Non-Hodgkin's Lymphomas
2003-2007,Borough,2,1,Brooklyn,15.7,22.8,18.6,440.2,214.2,226,Non-Hodgkin's Lymphomas
2003-2007,Borough,3,1,Manhattan,18.3,30,23.5,383.2,171.4,211.8,Non-Hodgkin's Lymphomas
2003-2007,Borough,4,1,Queens,15.3,20.4,17.5,401.6,200.6,201,Non-Hodgkin's Lymphomas
2003-2007,Borough,5,1,Staten Island,19.7,26.2,22.4,105.6,51,54.6,Non-Hodgkin's Lymphomas
2003-2007,Citywide,1,0,New York City,16.7,24.1,19.9,1585.2,763.4,821.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,101,4,Kingsbridge - Riverdale,17.9,26.4,21.8,26.2,13.8,12.4,Non-Hodgkin's Lymphomas
2002-2006,UHF42,102,4,Northeast Bronx,19.7,22.7,21,42.6,24.2,18.4,Non-Hodgkin's Lymphomas
2002-2006,UHF42,103,4,Fordham - Bronx Pk,18.4,27.9,22.5,45.2,21,24.2,Non-Hodgkin's Lymphomas
2002-2006,UHF42,104,4,Pelham - Throgs Neck,15.9,26,20.1,58.6,27.4,31.2,Non-Hodgkin's Lymphomas
2002-2006,UHF42,105,4,Crotona -Tremont,19,19.3,19.1,28.8,16.4,12.4,Non-Hodgkin's Lymphomas
2002-2006,UHF42,106,4,High Bridge - Morrisania,14.5,24.5,18.9,29.4,12.8,16.6,Non-Hodgkin's Lymphomas
2002-2006,UHF42,107,4,Hunts Point - Mott Haven,12.3,31.1,20.1,21.2,7.4,13.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,201,4,Greenpoint,12,16.3,13.8,15.2,7.4,7.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,202,4,Downtown - Heights - Slope,15.2,21.7,17.7,35.2,17,18.2,Non-Hodgkin's Lymphomas
2002-2006,UHF42,203,4,Bedford Stuyvesant - Crown Heights,13.6,20.8,16.4,45.4,22.4,23,Non-Hodgkin's Lymphomas
2002-2006,UHF42,204,4,East New York,13.5,18.1,15.5,23,11.2,11.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,205,4,Sunset Park,11.7,22.4,16.1,16.2,6.4,9.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,206,4,Borough Park,16.5,23.2,19.5,63.8,30.8,33,Non-Hodgkin's Lymphomas
2002-2006,UHF42,207,4,East Flatbush - Flatbush,12.4,18.1,14.8,44,21.8,22.2,Non-Hodgkin's Lymphomas
2002-2006,UHF42,208,4,Canarsie - Flatlands,14,21.6,17.2,34.2,16.4,17.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,209,4,Bensonhurst - Bay Ridge,14.4,22.9,18,45.4,21.6,23.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,210,4,Coney Island - Sheepshead Bay,18.2,24.2,20.9,79.4,41,38.4,Non-Hodgkin's Lymphomas
2002-2006,UHF42,211,4,Williamsburg - Bushwick,13.1,20.6,16.1,24.8,11.6,13.2,Non-Hodgkin's Lymphomas
2002-2006,UHF42,301,4,Washington Heights,16,22.1,18.7,46.6,23,23.6,Non-Hodgkin's Lymphomas
2002-2006,UHF42,302,4,Central Harlem - Morningside Heights,13.1,22.5,17.1,25,11.2,13.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,303,4,East Harlem,16.3,30.9,22.4,23.2,9.8,13.4,Non-Hodgkin's Lymphomas
2002-2006,UHF42,304,4,Upper West Side,20.1,31.5,24.6,60.2,27.8,32.4,Non-Hodgkin's Lymphomas
2002-2006,UHF42,305,4,Upper East Side,21.5,34.3,26.9,66.6,31.2,35.4,Non-Hodgkin's Lymphomas
2002-2006,UHF42,306,4,Chelsea - Clinton,18.1,31.7,25.4,35.2,12.6,22.6,Non-Hodgkin's Lymphomas
2002-2006,UHF42,307,4,Gramercy Park - Murray Hill,19.4,37.2,27,40.4,16.4,24,Non-Hodgkin's Lymphomas
2002-2006,UHF42,308,4,Greenwich Village - SoHo,19.1,21.8,21.4,19.2,8.8,10.4,Non-Hodgkin's Lymphomas
2002-2006,UHF42,309,4,Union Square - Lower East Side,16.3,27.9,21.7,45.4,19.6,25.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,310,4,Lower Manhattan,9.9,25.3,16.9,5.6,1.8,3.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,401,4,Long Island City - Astoria,14.7,22.2,17.8,38,17.4,20.6,Non-Hodgkin's Lymphomas
2002-2006,UHF42,402,4,West Queens,13.6,20.3,16.7,72,32.2,39.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,403,4,Flushing - Clearview,16.8,18.7,17.5,54.4,29.6,24.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,404,4,Bayside - Little Neck,13.6,22.5,17.2,20.2,9,11.2,Non-Hodgkin's Lymphomas
2002-2006,UHF42,405,4,Ridgewood - Forest Hills,17.5,21.3,19.3,57,30.8,26.2,Non-Hodgkin's Lymphomas
2002-2006,UHF42,406,4,Fresh Meadows,18.2,22.9,20.1,22,11.2,10.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,407,4,Southwest Queens,14.4,21.4,17.7,45.2,20.4,24.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,408,4,Jamaica,10.9,13.8,12.2,35,18.2,16.8,Non-Hodgkin's Lymphomas
2002-2006,UHF42,409,4,Southeast Queens,16.1,21.2,17.8,37,19.4,17.6,Non-Hodgkin's Lymphomas
2002-2006,UHF42,410,4,Rockaways,16,21,18.3,21.4,11.4,10,Non-Hodgkin's Lymphomas
2002-2006,UHF42,501,4,Port Richmond,10.3,30.7,18.7,10.4,3.2,7.2,Non-Hodgkin's Lymphomas
2002-2006,UHF42,502,4,Stapleton - St. George,17.8,23.7,20.5,25.4,12.4,13,Non-Hodgkin's Lymphomas
2002-2006,UHF42,503,4,Willowbrook,18.4,25.2,20.8,20.4,10,10.4,Non-Hodgkin's Lymphomas
2002-2006,UHF42,504,4,South Beach - Tottenville,24.1,32.7,28.1,53.6,25.4,28.2,Non-Hodgkin's Lymphomas
2002-2006,Borough,1,1,Bronx,17.5,25.5,20.9,251.2,122.6,128.6,Non-Hodgkin's Lymphomas
2002-2006,Borough,2,1,Brooklyn,15.2,22.1,18.1,427.2,207.8,219.4,Non-Hodgkin's Lymphomas
2002-2006,Borough,3,1,Manhattan,17.7,29.6,22.9,369.8,163.4,206.4,Non-Hodgkin's Lymphomas
2002-2006,Borough,4,1,Queens,15.3,20.4,17.6,402.2,200.6,201.6,Non-Hodgkin's Lymphomas
2002-2006,Borough,5,1,Staten Island,19.6,28.7,23.5,109,50.4,58.6,Non-Hodgkin's Lymphomas
2002-2006,Citywide,1,0,New York City,16.3,24.1,19.7,1559.4,744.8,814.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,101,4,Kingsbridge - Riverdale,18.3,25.4,21.5,26,14,12,Non-Hodgkin's Lymphomas
2001-2005,UHF42,102,4,Northeast Bronx,17.3,19.5,18.4,37.4,21.6,15.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,103,4,Fordham - Bronx Pk,16.8,25.5,20.5,40.8,19,21.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,104,4,Pelham - Throgs Neck,15.7,24.6,19.4,55.6,26.6,29,Non-Hodgkin's Lymphomas
2001-2005,UHF42,105,4,Crotona -Tremont,16.5,18.9,17.8,26.4,13.8,12.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,106,4,High Bridge - Morrisania,15.3,26.8,19.9,29.6,13.2,16.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,107,4,Hunts Point - Mott Haven,13.7,25,18.3,18.8,7.8,11,Non-Hodgkin's Lymphomas
2001-2005,UHF42,201,4,Greenpoint,13,17.9,15,16,7.6,8.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,202,4,Downtown - Heights - Slope,15.4,21.9,17.8,35.6,17.2,18.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,203,4,Bedford Stuyvesant - Crown Heights,12.7,21.1,16.1,44,20.8,23.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,204,4,East New York,14.9,18.8,16.6,23.6,11.8,11.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,205,4,Sunset Park,12.3,17.7,14.6,14.2,6.6,7.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,206,4,Borough Park,15.4,22.6,18.5,60.4,28.4,32,Non-Hodgkin's Lymphomas
2001-2005,UHF42,207,4,East Flatbush - Flatbush,11.2,20.2,15,44.6,19.6,25,Non-Hodgkin's Lymphomas
2001-2005,UHF42,208,4,Canarsie - Flatlands,16,22.1,18.6,36.6,18.6,18,Non-Hodgkin's Lymphomas
2001-2005,UHF42,209,4,Bensonhurst - Bay Ridge,15.4,23.2,18.5,46.2,22.4,23.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,210,4,Coney Island - Sheepshead Bay,18.4,25.7,21.6,80.8,40.4,40.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,211,4,Williamsburg - Bushwick,12.6,20.9,16,24.6,11.2,13.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,301,4,Washington Heights,16.1,21.7,18.6,45.4,23,22.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,302,4,Central Harlem - Morningside Heights,13.4,22.8,17.3,24.8,11.2,13.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,303,4,East Harlem,14.9,36.5,23.7,24.2,9,15.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,304,4,Upper West Side,21.6,29.6,24.7,59.4,29.2,30.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,305,4,Upper East Side,22,34.1,27,66.8,32.2,34.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,306,4,Chelsea - Clinton,18.8,34.9,26.9,36.8,12.8,24,Non-Hodgkin's Lymphomas
2001-2005,UHF42,307,4,Gramercy Park - Murray Hill,20.5,35.5,26.9,39,17,22,Non-Hodgkin's Lymphomas
2001-2005,UHF42,308,4,Greenwich Village - SoHo,18.7,25.9,23.1,20.2,8.4,11.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,309,4,Union Square - Lower East Side,16.9,26.7,21.4,44.6,20.2,24.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,310,4,Lower Manhattan,14,29.3,21.3,6.6,2.4,4.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,401,4,Long Island City - Astoria,13.4,22.9,17.3,36.6,15.6,21,Non-Hodgkin's Lymphomas
2001-2005,UHF42,402,4,West Queens,13.3,19.8,16.4,70.4,31.8,38.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,403,4,Flushing - Clearview,18.9,19.3,19,58.6,33.4,25.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,404,4,Bayside - Little Neck,14.6,23,18,20.6,9.4,11.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,405,4,Ridgewood - Forest Hills,17.3,23.6,20.1,58.2,29.8,28.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,406,4,Fresh Meadows,19.8,20.7,20.2,22.2,12.4,9.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,407,4,Southwest Queens,12.6,20.1,16.1,41,17.8,23.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,408,4,Jamaica,10.7,12.3,11.5,32.8,17.8,15,Non-Hodgkin's Lymphomas
2001-2005,UHF42,409,4,Southeast Queens,15.5,22.2,17.9,36.6,18.4,18.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,410,4,Rockaways,16.7,21,18.8,21.4,11.6,9.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,501,4,Port Richmond,11.7,27.4,17.9,9.8,3.6,6.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,502,4,Stapleton - St. George,17.7,24.7,20.7,25.2,12,13.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,503,4,Willowbrook,19.6,27.4,22.2,21.6,10.6,11,Non-Hodgkin's Lymphomas
2001-2005,UHF42,504,4,South Beach - Tottenville,23.6,32.1,27.7,51.6,24.4,27.2,Non-Hodgkin's Lymphomas
2001-2005,Borough,1,1,Bronx,16.7,23.9,19.8,234.2,115.8,118.4,Non-Hodgkin's Lymphomas
2001-2005,Borough,2,1,Brooklyn,15,22.5,18.1,426,204.4,221.6,Non-Hodgkin's Lymphomas
2001-2005,Borough,3,1,Manhattan,18.1,29.5,23.1,368.6,165.6,203,Non-Hodgkin's Lymphomas
2001-2005,Borough,4,1,Queens,15.2,20.3,17.4,398.6,198.6,200,Non-Hodgkin's Lymphomas
2001-2005,Borough,5,1,Staten Island,19.9,28.7,23.6,108,50.6,57.4,Non-Hodgkin's Lymphomas
2001-2005,Citywide,1,0,New York City,16.2,23.9,19.5,1535.4,735,800.4,Non-Hodgkin's Lymphomas
2011-2015,Borough,1,1,Bronx,40.4,61.8,48.7,646.6,318.6,328,Lung and Bronchus
2011-2015,Borough,2,1,Brooklyn,38.5,62.7,48.2,1231,570.8,660.2,Lung and Bronchus
2011-2015,Borough,3,1,Manhattan,47.4,53.7,49.7,906.4,498.4,408,Lung and Bronchus
2011-2015,Borough,4,1,Queens,38,56.2,45.5,1152.6,550,602.6,Lung and Bronchus
2011-2015,Borough,5,1,Staten Island,56.5,76.1,64.7,351.6,171.6,180,Lung and Bronchus
2011-2015,Citywide,1,0,New York City,41.7,59.7,48.9,4288.2,2109.4,2178.8,Lung and Bronchus
2009-2013,Borough,1,1,Bronx,41.2,65.1,50.4,641,311.8,329.2,Lung and Bronchus
2009-2013,Borough,2,1,Brooklyn,39.4,64.1,49.4,1217.8,569.4,648.4,Lung and Bronchus
2009-2013,Borough,3,1,Manhattan,47.2,55.6,50.4,891.6,483.8,407.8,Lung and Bronchus
2009-2013,Borough,4,1,Queens,39.7,59.6,47.8,1161,552.6,608.4,Lung and Bronchus
2009-2013,Borough,5,1,Staten Island,56.5,80.3,66.3,343.6,163.2,180.4,Lung and Bronchus
2009-2013,Citywide,1,0,New York City,42.5,62.2,50.4,4255,2080.8,2174.2,Lung and Bronchus
2008-2012,Borough,1,1,Bronx,42,68.2,52.1,649.2,312,337.2,Lung and Bronchus
2008-2012,Borough,2,1,Brooklyn,39.3,65.1,49.7,1209.8,561.8,648,Lung and Bronchus
2008-2012,Borough,3,1,Manhattan,47.9,56.3,51.2,891.6,484.2,407.4,Lung and Bronchus
2008-2012,Borough,4,1,Queens,40.6,61.9,49.3,1175.8,558.2,617.6,Lung and Bronchus
2008-2012,Borough,5,1,Staten Island,56.9,79.2,65.9,335.4,161.4,174,Lung and Bronchus
2008-2012,Citywide,1,0,New York City,43,63.7,51.3,4261.8,2077.6,2184.2,Lung and Bronchus
2007-2011,UHF42,101,4,Kingsbridge - Riverdale,48,65.7,54.5,70,37,33,Lung and Bronchus
2007-2011,UHF42,102,4,Northeast Bronx,34.5,60.3,43.9,100.2,47.8,52.4,Lung and Bronchus
2007-2011,UHF42,103,4,Fordham - Bronx Pk,41.4,61.4,49.5,94,47,47,Lung and Bronchus
2007-2011,UHF42,104,4,Pelham - Throgs Neck,47.2,75.3,58.1,180.8,88,92.8,Lung and Bronchus
2007-2011,UHF42,105,4,Crotona -Tremont,41.8,71.8,53.2,75.2,35.4,39.8,Lung and Bronchus
2007-2011,UHF42,106,4,High Bridge - Morrisania,47,88.9,62.6,94,42.6,51.4,Lung and Bronchus
2007-2011,UHF42,107,4,Hunts Point - Mott Haven,36.5,66.7,48.3,47.6,20.8,26.8,Lung and Bronchus
2007-2011,UHF42,201,4,Greenpoint,34.6,44.9,38.8,44.6,23,21.6,Lung and Bronchus
2007-2011,UHF42,202,4,Downtown - Heights - Slope,39.6,54.7,45.8,94.4,47.4,47,Lung and Bronchus
2007-2011,UHF42,203,4,Bedford Stuyvesant - Crown Heights,35.4,73.8,49.7,142.2,62,80.2,Lung and Bronchus
2007-2011,UHF42,204,4,East New York,36.2,59.7,45.1,65.4,31.6,33.8,Lung and Bronchus
2007-2011,UHF42,205,4,Sunset Park,36.1,69.1,50,50,20.4,29.6,Lung and Bronchus
2007-2011,UHF42,206,4,Borough Park,37.5,62.7,48,163.2,73.2,90,Lung and Bronchus
2007-2011,UHF42,207,4,East Flatbush - Flatbush,28,42.5,33.5,100.8,51.2,49.6,Lung and Bronchus
2007-2011,UHF42,208,4,Canarsie - Flatlands,36.1,58.3,44.7,98.2,47.4,50.8,Lung and Bronchus
2007-2011,UHF42,209,4,Bensonhurst - Bay Ridge,44.9,71.1,55.2,150.8,70.8,80,Lung and Bronchus
2007-2011,UHF42,210,4,Coney Island - Sheepshead Bay,37.5,67.1,49.8,210.6,93.4,117.2,Lung and Bronchus
2007-2011,UHF42,211,4,Williamsburg - Bushwick,34.8,62.4,45.7,72.4,32.8,39.6,Lung and Bronchus
2007-2011,UHF42,301,4,Washington Heights,31.8,50.8,39.1,96,47,49,Lung and Bronchus
2007-2011,UHF42,302,4,Central Harlem - Morningside Heights,53.5,82.6,64.4,98.2,48.8,49.4,Lung and Bronchus
2007-2011,UHF42,303,4,East Harlem,45,81.3,58.7,63.2,29.2,34,Lung and Bronchus
2007-2011,UHF42,304,4,Upper West Side,46,53,48.5,130.2,71.6,58.6,Lung and Bronchus
2007-2011,UHF42,305,4,Upper East Side,54.4,49.6,52.2,140.2,85.4,54.8,Lung and Bronchus
2007-2011,UHF42,306,4,Chelsea - Clinton,46.9,63,54.1,82.2,38.4,43.8,Lung and Bronchus
2007-2011,UHF42,307,4,Gramercy Park - Murray Hill,59.1,53.2,56.6,95.8,56.6,39.2,Lung and Bronchus
2007-2011,UHF42,308,4,Greenwich Village - SoHo,47,61.6,53.3,49.8,23.6,26.2,Lung and Bronchus
2007-2011,UHF42,309,4,Union Square - Lower East Side,43,63.2,50.9,113.6,55,58.6,Lung and Bronchus
2007-2011,UHF42,310,4,Lower Manhattan,43.2,57.1,48.5,20.2,10.4,9.8,Lung and Bronchus
2007-2011,UHF42,401,4,Long Island City - Astoria,32.7,60.4,44.4,97.4,40.8,56.6,Lung and Bronchus
2007-2011,UHF42,402,4,West Queens,36.1,58.6,45.3,194,88.6,105.4,Lung and Bronchus
2007-2011,UHF42,403,4,Flushing - Clearview,42.2,69,53.1,181.8,82.4,99.4,Lung and Bronchus
2007-2011,UHF42,404,4,Bayside - Little Neck,42.4,63.5,51.3,66.2,31.2,35,Lung and Bronchus
2007-2011,UHF42,405,4,Ridgewood - Forest Hills,43.1,65.3,52.2,166.2,80.4,85.8,Lung and Bronchus
2007-2011,UHF42,406,4,Fresh Meadows,43.1,55.7,48,56.4,28.8,27.6,Lung and Bronchus
2007-2011,UHF42,407,4,Southwest Queens,38.4,55.3,45.4,118.6,57.2,61.4,Lung and Bronchus
2007-2011,UHF42,408,4,Jamaica,34.2,54.6,42.2,126.2,60.8,65.4,Lung and Bronchus
2007-2011,UHF42,409,4,Southeast Queens,33.9,50.7,40.7,93,46.2,46.8,Lung and Bronchus
2007-2011,UHF42,410,4,Rockaways,51.9,76.3,62,77.4,38.6,38.8,Lung and Bronchus
2007-2011,UHF42,501,4,Port Richmond,50.4,85.7,65.1,40,17.8,22.2,Lung and Bronchus
2007-2011,UHF42,502,4,Stapleton - St. George,48.2,79.6,61.4,83.8,37.6,46.2,Lung and Bronchus
2007-2011,UHF42,503,4,Willowbrook,54.3,74.6,61.8,65,31.8,33.2,Lung and Bronchus
2007-2011,UHF42,504,4,South Beach - Tottenville,63.1,79.9,69.7,149.2,75.4,73.8,Lung and Bronchus
2007-2011,Borough,1,1,Bronx,43.5,71.2,54.1,663.2,317.6,345.6,Lung and Bronchus
2007-2011,Borough,2,1,Brooklyn,39.3,65.5,49.8,1198.2,556.4,641.8,Lung and Bronchus
2007-2011,Borough,3,1,Manhattan,47.3,59.7,52.3,896,469.8,426.2,Lung and Bronchus
2007-2011,Borough,4,1,Queens,41.1,63.8,50.4,1183,558,625,Lung and Bronchus
2007-2011,Borough,5,1,Staten Island,58.3,82.3,68.1,340.4,164.2,176.2,Lung and Bronchus
2007-2011,Citywide,1,0,New York City,43.3,65.7,52.3,4280.8,2066,2214.8,Lung and Bronchus
2006-2010,UHF42,101,4,Kingsbridge - Riverdale,49.2,65.9,55.2,71.4,38.2,33.2,Lung and Bronchus
2006-2010,UHF42,102,4,Northeast Bronx,34.5,62,44.7,100.2,47.4,52.8,Lung and Bronchus
2006-2010,UHF42,103,4,Fordham - Bronx Pk,41.2,64.4,50.4,94.6,46.2,48.4,Lung and Bronchus
2006-2010,UHF42,104,4,Pelham - Throgs Neck,45.9,77.7,58.4,178.4,84,94.4,Lung and Bronchus
2006-2010,UHF42,105,4,Crotona -Tremont,43.1,76.2,55.9,76.2,35,41.2,Lung and Bronchus
2006-2010,UHF42,106,4,High Bridge - Morrisania,43.4,83.8,58.4,85.4,38.4,47,Lung and Bronchus
2006-2010,UHF42,107,4,Hunts Point - Mott Haven,37.1,61.4,46.7,45.2,20.8,24.4,Lung and Bronchus
2006-2010,UHF42,201,4,Greenpoint,36.1,45.6,39.7,45,23.6,21.4,Lung and Bronchus
2006-2010,UHF42,202,4,Downtown - Heights - Slope,41.6,58.8,48.9,99.4,49,50.4,Lung and Bronchus
2006-2010,UHF42,203,4,Bedford Stuyvesant - Crown Heights,33.9,73,48.3,135.8,58.8,77,Lung and Bronchus
2006-2010,UHF42,204,4,East New York,34.7,58,43.6,62.2,29.6,32.6,Lung and Bronchus
2006-2010,UHF42,205,4,Sunset Park,37.9,65.3,49.4,48.6,21,27.6,Lung and Bronchus
2006-2010,UHF42,206,4,Borough Park,35.7,60.6,46.1,156,70,86,Lung and Bronchus
2006-2010,UHF42,207,4,East Flatbush - Flatbush,28.8,42.6,34,102.2,52.4,49.8,Lung and Bronchus
2006-2010,UHF42,208,4,Canarsie - Flatlands,35.3,57.8,44.2,97,46.4,50.6,Lung and Bronchus
2006-2010,UHF42,209,4,Bensonhurst - Bay Ridge,45.6,69.5,55,149.2,71.6,77.6,Lung and Bronchus
2006-2010,UHF42,210,4,Coney Island - Sheepshead Bay,38.5,70.9,52,217.4,94.6,122.8,Lung and Bronchus
2006-2010,UHF42,211,4,Williamsburg - Bushwick,32.5,64.9,45.4,70.4,30.2,40.2,Lung and Bronchus
2006-2010,UHF42,301,4,Washington Heights,28.1,52.4,37.8,93,42,51,Lung and Bronchus
2006-2010,UHF42,302,4,Central Harlem - Morningside Heights,49,81,61.3,92.4,44.2,48.2,Lung and Bronchus
2006-2010,UHF42,303,4,East Harlem,46.8,76.7,58.4,63.2,30.6,32.6,Lung and Bronchus
2006-2010,UHF42,304,4,Upper West Side,43.9,55.2,48.3,127.8,68,59.8,Lung and Bronchus
2006-2010,UHF42,305,4,Upper East Side,53.9,51.5,52.7,140,83.8,56.2,Lung and Bronchus
2006-2010,UHF42,306,4,Chelsea - Clinton,48.6,64.6,55.7,82.4,38.6,43.8,Lung and Bronchus
2006-2010,UHF42,307,4,Gramercy Park - Murray Hill,58.3,58.2,58,97,55.2,41.8,Lung and Bronchus
